1 3.9784000000033842E+30 4.2960132889860841E+06 7.0837456235078726E+09 1.1979066851681095E+10 -4.1558698178990781E+06 4.3135653693260673E-01 0.0000000000000000E+00
2 8.1241080714108107E+30 5.4673231019832324E+06 7.0888489840408640E+09 1.1762562910787863E+10 -5.2880676305902302E+06 4.3168572405541716E-01 0.0000000000000000E+00
3 1.0086453448478990E+31 5.8837828192863055E+06 7.0920546049891548E+09 1.1635402212728752E+10 -5.6904644537042677E+06 4.3187965308133403E-01 0.0000000000000000E+00
4 1.4532923981487388E+31 6.6637156435821168E+06 7.0953285410991163E+09 1.1511583853417431E+10 -6.4437780216053426E+06 4.3206883362568049E-01 0.0000000000000000E+00
5 2.1340106893686698E+31 7.6027672161758831E+06 7.1006912915623255E+09 1.1320549682178144E+10 -7.3502389644376040E+06 4.3236140047242283E-01 0.0000000000000000E+00
6 2.8381060005600667E+31 8.3903841733909398E+06 7.1068747289473228E+09 1.1115972704259975E+10 -8.1100150145535469E+06 4.3267541254222691E-01 0.0000000000000000E+00
7 3.4933886733571130E+31 9.0194216135032345E+06 7.1127313159879885E+09 1.0935169501809288E+10 -8.7164470542199314E+06 4.3295345708527005E-01 0.0000000000000000E+00
8 4.1390134765889873E+31 9.5711160355651267E+06 7.1182339964211378E+09 1.0775076679084114E+10 -9.2480199104607701E+06 4.3320001782312956E-01 0.0000000000000000E+00
9 4.5531731228644877E+31 9.8975823074162956E+06 7.1226419696814003E+09 1.0652831356042482E+10 -9.5624424249269962E+06 4.3338852601240657E-01 0.0000000000000000E+00
10 4.8337545991897027E+31 1.0108572368521145E+07 7.1255199586716671E+09 1.0575569899179136E+10 -9.7655921117954850E+06 4.3350771154323131E-01 0.0000000000000000E+00
11 5.3453514967517378E+31 1.0474959041469246E+07 7.1288112624510994E+09 1.0489450154569967E+10 -1.0118253320030272E+07 4.3364069090212931E-01 0.0000000000000000E+00
12 6.0184318559931594E+31 1.0926173683878433E+07 7.1336990808035498E+09 1.0365636940007944E+10 -1.0552365855444700E+07 4.3383191659016679E-01 0.0000000000000000E+00
13 6.6244516823965468E+31 1.1307292335666513E+07 7.1389257588990526E+09 1.0238112073565140E+10 -1.0918863179571331E+07 4.3402905697041261E-01 0.0000000000000000E+00
14 7.1118363475635189E+31 1.1599061506172357E+07 7.1433745288480911E+09 1.0133212974150423E+10 -1.1199326354757905E+07 4.3419132258305976E-01 0.0000000000000000E+00
15 7.7609086724803621E+31 1.1969950000033582E+07 7.1479986412446365E+09 1.0027236899801390E+10 -1.1555696837130368E+07 4.3435530997068866E-01 0.0000000000000000E+00
16 8.2006045660321853E+31 1.2211008399904884E+07 7.1523939149245815E+09 9.9293052304607868E+09 -1.1787230324114203E+07 4.3450694221830777E-01 0.0000000000000000E+00
17 8.8350192069056640E+31 1.2546000027421374E+07 7.1567386475663176E+09 9.8348227656894016E+09 -1.2108865127888262E+07 4.3465330296903976E-01 0.0000000000000000E+00
18 9.3813381438466503E+31 1.2823558568782542E+07 7.1614842343771477E+09 9.7341634829136429E+09 -1.2375249348337412E+07 4.3480929784307515E-01 0.0000000000000000E+00
19 1.0028189741531582E+32 1.3140542193926537E+07 7.1662741042748213E+09 9.6349575686810703E+09 -1.2679349318790197E+07 4.3496315752336273E-01 0.0000000000000000E+00
20 1.0668648230682842E+32 1.3443202199072363E+07 7.1714179756898203E+09 9.5309240658473167E+09 -1.2969584243446052E+07 4.3512454412186335E-01 0.0000000000000000E+00
21 1.1308359125397792E+32 1.3735509429199349E+07 7.1765153626931314E+09 9.4301769217265396E+09 -1.3249774701871812E+07 4.3528096963574431E-01 0.0000000000000000E+00
22 1.1935199998321816E+32 1.4013153376158496E+07 7.1815400501772909E+09 9.3329859635478497E+09 -1.3515801762575865E+07 4.3543194486429110E-01 0.0000000000000000E+00
23 1.2573843280844096E+32 1.4287883097827800E+07 7.1865415268341370E+09 9.2381392864952316E+09 -1.3778931412507653E+07 4.3557938035776861E-01 0.0000000000000000E+00
24 1.3062378123391803E+32 1.4492926517823022E+07 7.1909752711161833E+09 9.1555928787349606E+09 -1.3975248330348611E+07 4.3570779225467338E-01 0.0000000000000000E+00
25 1.3459983418563519E+32 1.4656751795816652E+07 7.1944506020708580E+09 9.0917873213913250E+09 -1.4132058537435532E+07 4.3580708063724205E-01 0.0000000000000000E+00
26 1.3969593586220870E+32 1.4862956245338529E+07 7.1980064050017862E+09 9.0273233742140408E+09 -1.4329379505394876E+07 4.3590745967639155E-01 0.0000000000000000E+00
27 1.4633292895876255E+32 1.5125561744687913E+07 7.2025839772689791E+09 8.9453341516185074E+09 -1.4580582342065215E+07 4.3603523196211963E-01 0.0000000000000000E+00
