# exp(-x**2/30) Function Points
-2.00000e+01,2.15946e-06
-1.78947e+01,2.76027e-05
-1.57895e+01,2.58929e-04
-1.36842e+01,1.77540e-03
-1.15789e+01,8.84477e-03
-9.47368e+00,3.17069e-02
-7.36842e+00,8.04086e-02
-5.26316e+00,1.39362e-01
-3.15789e+00,1.50988e-01
-1.05263e+00,6.76308e-02
1.05263e+00,-6.76308e-02
3.15789e+00,-1.50988e-01
5.26316e+00,-1.39362e-01
7.36842e+00,-8.04086e-02
9.47368e+00,-3.17069e-02
1.15789e+01,-8.84477e-03
1.36842e+01,-1.77540e-03
1.57895e+01,-2.58929e-04
1.78947e+01,-2.76027e-05
2.00000e+01,-2.15946e-06
