,x,psi
0,48.51768241521353,3813.612730413196
1,7.756284295644768,-40.293225171874525
2,-38.308013181260925,3603.551985054018
3,37.88493564583197,2167.6078561526847
4,22.861635001697323,612.7992798711125
5,63.59300977318574,6922.46760810765
6,47.27140057622128,3597.285414503165
7,92.67449586897035,15487.98344349414
8,3.7716502137903234,-60.43901317785664
9,-42.42428533894182,4342.277109140861
10,-1.0211294695617568,-0.5342587606734277
11,13.293071906149628,93.13622709343565
12,37.42986213803661,2107.251640860194
13,37.299984696552215,2090.177992188119
14,40.80020633391648,2573.90995976982
15,76.96692207130229,10441.4095889764
16,-43.78544861489077,4601.469095882514
17,62.98222788714139,6778.841957287077
18,65.44612536772307,7367.360394676436
19,-43.18087042040424,4485.430808094759
20,23.894691340229727,690.808104365564
21,47.9809765791086,3719.6906485459813
22,-17.75324779749934,928.9140750738186
23,-8.14735888835083,258.41137370149346
24,54.8061219293927,4999.911807149851
25,-15.785461667094943,761.4999100943567
26,-17.893380138647515,941.426948067946
27,71.6715156448046,8962.52502804046
28,34.95777694972962,1793.852353438962
29,96.92179892861432,17022.077834402433
30,68.97436333334228,8252.387054479663
31,19.737294513204034,402.85028816423556
32,19.158356331699025,368.23482069412177
33,38.462151043590396,2245.3554070152964
34,69.08020254254268,8279.705120871671
35,-31.90265286044613,2588.8062705562934
36,-3.0909551462038465,53.745200063357316
37,-37.09539660287981,3398.8540371017307
38,74.63565623902409,9776.520552157117
39,18.737543897648692,343.91531247494703
40,91.96375581056549,15238.317160980458
41,-48.80743455154813,5621.865156935174
42,-32.9126611638128,2737.914430716533
43,28.843180779208765,1123.680900898478
44,16.465411493924023,224.84214443785822
45,-37.12542944583698,3403.8527531007044
46,-35.172668935301466,3086.341320900068
47,59.91499340374038,6080.142987873181
48,53.32986903644888,4707.212220233499
49,-9.428589344343088,326.51120224669563
50,70.97275927573737,8775.755451460258
51,-22.91285244014041,1441.4289578098237
52,-45.65359956174112,4969.267097998958
53,72.62686870917499,9221.040480234333
54,29.872560190499158,1226.0336212410054
55,43.31333256379459,2951.449569415435
56,17.703148793963138,287.14627615106053
57,23.215126947345368,639.0119533105054
58,-42.930226572533684,4437.752785443761
59,70.88789742054631,8753.205847841959
60,95.22648300768876,16401.089437888873
61,79.03931816469756,11050.719904916024
62,-27.943820347689464,2043.702957506298
63,-14.660691604349182,672.7642055139545
64,0.19858979094968277,-24.49574042695541
65,-7.316019095280318,217.7366145200582
66,60.84257337215419,6287.471148393157
67,17.415646155381282,272.1278312220305
68,9.448918553092106,-12.516410309721493
69,49.809511490351866,4044.403662988655
70,-3.5589730072440986,68.39409186297797
71,57.72722774414973,5604.775546655165
72,24.316849752851752,723.9150682542012
73,33.44510755210895,1614.1385024063093
74,80.88835129173938,11608.860426140363
75,43.03499376451667,2908.3914888626778
76,39.625211576785645,2406.060976627912
77,64.21094345698502,7069.293537046525
78,19.581647593785974,393.4121882863004
79,76.70002031280394,10364.185866338605
80,-39.09838389169728,3740.1381559356178
81,-41.55203050931918,4180.079028062529
82,52.19859773556442,4488.8124518783825
83,40.40026528888836,2516.1580956251255
84,85.90427003051946,13191.810358403454
85,-22.880913558229686,1437.9288545664924
86,-46.65742165305385,5172.663580376687
87,-33.84114042407434,2878.586098037175
88,97.95596653151176,17406.535360678095
89,-32.43825914856315,2667.369977852818
