# exp(-x**2/30) Function Points
-2.00000e+01,1.61960e-06
-1.99198e+01,1.80190e-06
-1.98397e+01,2.00387e-06
-1.97595e+01,2.22752e-06
-1.96794e+01,2.47508e-06
-1.95992e+01,2.74897e-06
-1.95190e+01,3.05185e-06
-1.94389e+01,3.38666e-06
-1.93587e+01,3.75659e-06
-1.92786e+01,4.16515e-06
-1.91984e+01,4.61616e-06
-1.91182e+01,5.11381e-06
-1.90381e+01,5.66269e-06
-1.89579e+01,6.26780e-06
-1.88778e+01,6.93459e-06
-1.87976e+01,7.66904e-06
-1.87174e+01,8.47764e-06
-1.86373e+01,9.36748e-06
-1.85571e+01,1.03463e-05
-1.84770e+01,1.14225e-05
-1.83968e+01,1.26052e-05
-1.83166e+01,1.39044e-05
-1.82365e+01,1.53310e-05
-1.81563e+01,1.68967e-05
-1.80762e+01,1.86144e-05
-1.79960e+01,2.04978e-05
-1.79158e+01,2.25622e-05
-1.78357e+01,2.48238e-05
-1.77555e+01,2.73005e-05
-1.76754e+01,3.00114e-05
-1.75952e+01,3.29773e-05
-1.75150e+01,3.62208e-05
-1.74349e+01,3.97664e-05
-1.73547e+01,4.36402e-05
-1.72745e+01,4.78710e-05
-1.71944e+01,5.24894e-05
-1.71142e+01,5.75287e-05
-1.70341e+01,6.30248e-05
-1.69539e+01,6.90164e-05
-1.68737e+01,7.55453e-05
-1.67936e+01,8.26563e-05
-1.67134e+01,9.03980e-05
-1.66333e+01,9.88225e-05
-1.65531e+01,1.07986e-04
-1.64729e+01,1.17948e-04
-1.63928e+01,1.28775e-04
-1.63126e+01,1.40534e-04
-1.62325e+01,1.53303e-04
-1.61523e+01,1.67159e-04
-1.60721e+01,1.82190e-04
-1.59920e+01,1.98487e-04
-1.59118e+01,2.16150e-04
-1.58317e+01,2.35284e-04
-1.57515e+01,2.56001e-04
-1.56713e+01,2.78424e-04
-1.55912e+01,3.02681e-04
-1.55110e+01,3.28910e-04
-1.54309e+01,3.57259e-04
-1.53507e+01,3.87885e-04
-1.52705e+01,4.20957e-04
-1.51904e+01,4.56652e-04
-1.51102e+01,4.95162e-04
-1.50301e+01,5.36690e-04
-1.49499e+01,5.81451e-04
-1.48697e+01,6.29676e-04
-1.47896e+01,6.81609e-04
-1.47094e+01,7.37508e-04
-1.46293e+01,7.97650e-04
-1.45491e+01,8.62328e-04
-1.44689e+01,9.31850e-04
-1.43888e+01,1.00655e-03
-1.43086e+01,1.08676e-03
-1.42285e+01,1.17287e-03
-1.41483e+01,1.26526e-03
-1.40681e+01,1.36434e-03
-1.39880e+01,1.47055e-03
-1.39078e+01,1.58436e-03
-1.38277e+01,1.70623e-03
-1.37475e+01,1.83670e-03
-1.36673e+01,1.97629e-03
-1.35872e+01,2.12558e-03
-1.35070e+01,2.28517e-03
-1.34269e+01,2.45569e-03
-1.33467e+01,2.63781e-03
-1.32665e+01,2.83221e-03
-1.31864e+01,3.03965e-03
-1.31062e+01,3.26087e-03
-1.30261e+01,3.49670e-03
-1.29459e+01,3.74798e-03
-1.28657e+01,4.01560e-03
-1.27856e+01,4.30048e-03
-1.27054e+01,4.60361e-03
-1.26253e+01,4.92598e-03
-1.25451e+01,5.26868e-03
-1.24649e+01,5.63280e-03
-1.23848e+01,6.01950e-03
-1.23046e+01,6.43000e-03
-1.22244e+01,6.86556e-03
-1.21443e+01,7.32747e-03
-1.20641e+01,7.81712e-03
-1.19840e+01,8.33591e-03
-1.19038e+01,8.88532e-03
-1.18236e+01,9.46689e-03
-1.17435e+01,1.00822e-02
-1.16633e+01,1.07329e-02
-1.15832e+01,1.14207e-02
-1.15030e+01,1.21474e-02
-1.14228e+01,1.29148e-02
-1.13427e+01,1.37248e-02
-1.12625e+01,1.45794e-02
-1.11824e+01,1.54805e-02
-1.11022e+01,1.64302e-02
-1.10220e+01,1.74308e-02
-1.09419e+01,1.84844e-02
