# This is the header for the file
0.5757607360 , 0.4529887781
0.1662019293 , 0.4982703336
0.5011240324 , 0.3273757933
0.6690226827 , 0.2673897820
0.2458971389 , 0.8855470566
0.1055674881 , 0.3025611203
0.8899372721 , 0.9657824348
0.8908636611 , 0.2877525738
0.1252543117 , 0.0215466229
0.0180367808 , 0.8116137231
0.4173819136 , 0.7770987953
0.9887247473 , 0.6844275492
0.1611628115 , 0.6472565746
0.2500802732 , 0.1857016288
0.0476775245 , 0.0473806252
0.3150187919 , 0.2922359020
0.5304281095 , 0.3685929681
0.5519907522 , 0.9626889522
0.0378281433 , 0.1427130134
0.6829878540 , 0.8922090587
0.2168377330 , 0.2152561318
0.0595642450 , 0.0388412239
0.3798461176 , 0.0221758279
0.3659662513 , 0.9725244576
0.8668155081 , 0.2380631263
0.0872584734 , 0.0842686435
0.6266637766 , 0.0263004315
0.3525091204 , 0.4590982119
0.5384533812 , 0.0123336616
0.9441374611 , 0.8080791318
0.8668177513 , 0.5023326275
0.4593435407 , 0.6952230302
0.9235938414 , 0.6688899344
0.2299303161 , 0.8228619821
0.2151326242 , 0.8049959153
0.6688550172 , 0.4903200874
0.8663755448 , 0.8174395687
0.3263155495 , 0.7335736618
0.5478965956 , 0.4806720411
0.8008683389 , 0.6748277390
0.6537852620 , 0.4026926718
0.7774750138 , 0.4710014259
0.2615456453 , 0.9827276451
0.1488685375 , 0.0504318202
0.9792149186 , 0.6340019421
0.9317413039 , 0.6585995398
0.3044131110 , 0.6063885488
0.6864275219 , 0.0828481345
0.2998497725 , 0.7276043361
0.3376179654 , 0.4722355745
0.0399745382 , 0.3180117554
0.3507995644 , 0.7608336498
0.0932019596 , 0.5514008781
0.3968124860 , 0.9864264804
0.9218556311 , 0.8959875232
0.5332613235 , 0.0672844810
0.0568000572 , 0.4535872360
0.2809733900 , 0.8953170423
0.1159045810 , 0.6113527035
0.5103821491 , 0.7668808861
0.7343950144 , 0.4659992771
0.9157531946 , 0.6462540495
0.5324565894 , 0.4755665727
0.6623923450 , 0.3246847316
0.6844621810 , 0.5237204299
0.6449725098 , 0.5855389421
0.5052643618 , 0.5564517976
0.8764773693 , 0.4243398652
0.3742326226 , 0.2627271829
0.2865416489 , 0.8664153120
0.2720702126 , 0.9105334196
0.5519267650 , 0.2953700413
0.1577475800 , 0.1275102042
0.5169986005 , 0.2629520949
0.2558100296 , 0.5513194477
0.2618507401 , 0.4282170124
0.9911153666 , 0.1398471931
0.7623516560 , 0.0973402920
0.9947038865 , 0.8734110055
0.2492304838 , 0.1820946469
0.5007615089 , 0.2874017733
0.4073056504 , 0.4994131764
0.7195133507 , 0.7472627073
0.5631503660 , 0.7080654434
0.4311714587 , 0.7388689992
0.9397570856 , 0.2947747798
0.3050223520 , 0.5821106859
0.7372166280 , 0.9574131758
0.9785999891 , 0.0547957136
0.1579731081 , 0.1818392731
0.8093597021 , 0.2210754618
0.4328982563 , 0.3551049241
0.6640296599 , 0.8214386375
0.2426473270 , 0.3639815027
0.4969360082 , 0.0214861150
0.7280916046 , 0.0214412601
0.2398624325 , 0.6151053944
0.5891829596 , 0.8891052406
0.5526623225 , 0.3620467732
0.9694992378 , 0.6962869530
