# f(x) = np.exp(-x**2)- 2.5*np.sinh(x) + 10*np.cos(x) + x**2 Function Points
-5.00000e+00,2.13345e+02
-4.79592e+00,1.75094e+02
-4.59184e+00,1.43214e+02
-4.38776e+00,1.16622e+02
-4.18367e+00,9.44478e+01
-3.97959e+00,7.59933e+01
-3.77551e+00,6.06934e+01
-3.57143e+00,4.80888e+01
-3.36735e+00,3.78015e+01
-3.16327e+00,2.95154e+01
-2.95918e+00,2.29608e+01
-2.75510e+00,1.79025e+01
-2.55102e+00,1.41307e+01
-2.34694e+00,1.14542e+01
-2.14286e+00,9.69636e+00
-1.93878e+00,8.69280e+00
-1.73469e+00,8.29027e+00
-1.53061e+00,8.34632e+00
-1.32653e+00,8.72841e+00
-1.12245e+00,9.31195e+00
-9.18367e-01,9.97736e+00
-7.14286e-01,1.06077e+01
-5.10204e-01,1.10891e+01
-3.06122e-01,1.13167e+01
-1.02041e-01,1.12036e+01
1.02041e-01,1.06925e+01
3.06122e-01,9.76203e+00
5.10204e-01,8.42600e+00
7.14286e-01,6.72471e+00
9.18367e-01,4.71229e+00
1.12245e+00,2.44474e+00
1.32653e+00,-2.79679e-02
1.53061e+00,-2.66519e+00
1.73469e+00,-5.43657e+00
1.93878e+00,-8.32309e+00
2.14286e+00,-1.13197e+01
2.34694e+00,-1.44405e+01
2.55102e+00,-1.77247e+01
2.75510e+00,-2.12451e+01
2.95918e+00,-2.51151e+01
3.16327e+00,-2.94981e+01
3.36735e+00,-3.46160e+01
3.57143e+00,-4.07593e+01
3.77551e+00,-4.82987e+01
3.97959e+00,-5.76980e+01
4.18367e+00,-6.95301e+01
4.38776e+00,-8.44962e+01
4.59184e+00,-1.03449e+02
4.79592e+00,-1.27424e+02
5.00000e+00,-1.57671e+02
